step,drone_id,x,y,z
83,0,14,14,4
83,1,18,11,9
83,2,11,20,9
84,0,14,14,4
84,1,18,11,9
84,2,12,19,10
85,0,14,15,3
85,1,18,11,9
85,2,12,19,10
86,0,14,15,3
86,1,17,12,8
86,2,12,19,10
87,0,14,15,3
87,1,17,12,8
87,2,11,20,11
88,0,14,15,2
88,1,17,12,8
88,2,11,20,11
89,0,14,15,2
89,1,16,12,8
89,2,11,20,11
90,0,14,15,2
90,1,16,12,8
90,2,11,19,11
91,0,14,16,2
91,1,16,12,8
91,2,11,19,11
92,0,14,16,2
92,1,17,13,8
92,2,11,19,11
93,0,14,16,2
93,1,17,13,8
93,2,11,18,10
94,0,14,17,3
94,1,17,13,8
94,2,11,18,10
95,0,14,17,3
95,1,17,14,8
95,2,11,18,10
96,0,14,17,3
96,1,17,14,8
96,2,12,18,9
97,0,14,17,4
97,1,17,14,8
97,2,12,18,9
98,0,14,17,4
98,1,16,13,8
98,2,12,18,9
99,0,14,17,4
99,1,16,13,8
99,2,13,19,10
100,0,13,16,5
100,1,16,13,8
100,2,13,19,10
101,0,13,16,5
101,1,16,14,8
101,2,13,19,10
102,0,13,16,5
102,1,16,14,8
102,2,14,18,10
103,0,14,17,4
103,1,16,14,8
103,2,14,18,10
104,0,14,17,4
104,1,15,14,9
104,2,14,18,10
105,0,14,17,4
105,1,15,14,9
105,2,14,18,11
106,0,14,17,3
106,1,15,14,9
106,2,14,18,11
107,0,14,17,3
107,1,16,14,9
107,2,14,18,11
108,0,14,17,3
108,1,16,14,9
108,2,14,17,11
109,0,15,17,3
109,1,16,14,9
109,2,14,17,11
110,0,15,17,3
110,1,15,14,10
110,2,14,17,11
111,0,15,17,3
111,1,15,14,10
111,2,13,17,12
112,0,15,17,4
112,1,15,14,10
112,2,13,17,12
113,0,15,17,4
113,1,16,15,10
113,2,13,17,12
114,0,15,17,4
114,1,16,15,10
114,2,14,16,11
115,0,16,18,4
115,1,16,15,10
115,2,14,16,11
116,0,16,18,4
116,1,16,16,10
116,2,14,16,11
117,0,16,18,4
117,1,16,16,10
117,2,15,15,10
118,0,17,17,3
118,1,16,16,10
118,2,15,15,10
119,0,17,17,3
119,1,15,16,10
119,2,15,15,10
120,0,17,17,3
120,1,15,16,10
120,2,15,15,9
121,0,18,17,3
121,1,15,16,10
121,2,15,15,9
122,0,18,17,3
122,1,16,16,10
122,2,15,15,9
123,0,18,17,3
123,1,16,16,10
123,2,16,15,10
124,0,18,16,3
124,1,16,16,10
124,2,16,15,10
125,0,18,16,3
125,1,17,17,10
125,2,16,15,10
126,0,18,16,3
126,1,17,17,10
126,2,16,14,9
127,0,17,16,3
127,1,17,17,10
127,2,16,14,9
128,0,17,16,3
128,1,16,17,11
128,2,16,14,9
129,0,17,16,3
129,1,16,17,11
129,2,17,15,9
130,0,17,16,4
130,1,16,17,11
130,2,17,15,9
131,0,17,16,4
131,1,16,18,12
131,2,17,15,9
132,0,17,16,4
132,1,16,18,12
132,2,16,14,8
133,0,18,15,4
133,1,16,18,12
133,2,16,14,8
134,0,18,15,4
134,1,15,19,11
134,2,16,14,8
135,0,18,15,4
135,1,15,19,11
135,2,15,13,9
136,0,18,16,5
136,1,15,19,11
136,2,15,13,9
137,0,18,16,5
137,1,15,18,11
137,2,15,13,9
138,0,18,16,5
138,1,15,18,11
138,2,14,12,10
139,0,17,17,5
139,1,15,18,11
139,2,14,12,10
140,0,17,17,5
140,1,16,17,10
140,2,14,12,10
141,0,17,17,5
141,1,16,17,10
141,2,14,12,9
142,0,16,18,4
142,1,16,17,10
142,2,14,12,9
143,0,16,18,4
143,1,15,18,10
143,2,14,12,9
144,0,16,18,4
144,1,15,18,10
144,2,13,12,10
145,0,17,18,4
145,1,15,18,10
145,2,13,12,10
146,0,17,18,4
146,1,15,18,9
146,2,13,12,10
147,0,17,18,4
147,1,15,18,9
147,2,14,12,11
148,0,17,18,5
148,1,15,18,9
148,2,14,12,11
149,0,17,18,5
149,1,14,19,8
149,2,14,12,11
150,0,17,18,5
150,1,14,19,8
150,2,14,13,10
151,0,18,19,4
151,1,14,19,8
151,2,14,13,10
152,0,18,19,4
152,1,13,18,7
152,2,14,13,10
153,0,18,19,4
153,1,13,18,7
153,2,14,12,10
154,0,17,20,5
154,1,13,18,7
154,2,14,12,10
155,0,17,20,5
155,1,12,18,6
155,2,14,12,10
156,0,17,20,5
156,1,12,18,6
156,2,15,12,10
157,0,18,21,5
157,1,12,18,6
157,2,15,12,10
158,0,18,21,5
158,1,13,18,7
158,2,15,12,10
159,0,18,21,5
159,1,13,18,7
159,2,16,12,10
160,0,17,21,5
160,1,13,18,7
160,2,16,12,10
161,0,17,21,5
161,1,12,19,8
161,2,16,12,10
162,0,17,21,5
162,1,12,19,8
162,2,17,11,9
163,0,17,22,6
163,1,12,19,8
163,2,17,11,9
164,0,17,22,6
164,1,11,19,8
164,2,17,11,9
165,0,17,22,6
165,1,11,19,8
165,2,18,10,10
166,0,18,23,6
166,1,11,19,8
166,2,18,10,10
167,0,18,23,6
167,1,10,18,9
167,2,18,10,10
168,0,18,23,6
168,1,10,18,9
168,2,18,11,10
169,0,19,24,5
169,1,10,18,9
169,2,18,11,10
170,0,19,24,5
170,1,9,18,9
170,2,18,11,10
171,0,19,24,5
171,1,9,18,9
171,2,17,10,9
172,0,20,23,6
172,1,9,18,9
172,2,17,10,9
173,0,20,23,6
173,1,10,17,9
173,2,17,10,9
174,0,20,23,6
174,1,10,17,9
174,2,18,10,10
175,0,19,22,5
175,1,10,17,9
175,2,18,10,10
176,0,19,22,5
176,1,9,17,10
176,2,18,10,10
177,0,19,22,5
177,1,9,17,10
177,2,19,11,9
178,0,18,23,5
178,1,9,17,10
178,2,19,11,9
179,0,18,23,5
179,1,8,16,10
179,2,19,11,9
180,0,18,23,5
180,1,8,16,10
180,2,20,11,8
181,0,19,24,6
181,1,8,16,10
181,2,20,11,8
182,0,19,24,6
182,1,8,16,11
182,2,20,11,8
183,0,19,24,6
183,1,8,16,11
183,2,21,11,8
184,0,20,25,5
184,1,8,16,11
184,2,21,11,8
185,0,20,25,5
185,1,8,17,10
185,2,21,11,8
186,0,20,25,5
186,1,8,17,10
186,2,22,11,9
187,0,19,26,6
187,1,8,17,10
187,2,22,11,9
188,0,19,26,6
188,1,8,18,9
188,2,22,11,9
189,0,19,26,6
189,1,8,18,9
189,2,23,11,8
190,0,18,26,6
190,1,8,18,9
190,2,23,11,8
191,0,18,26,6
191,1,7,19,9
191,2,23,11,8
192,0,18,26,6
192,1,7,19,9
192,2,22,10,8
193,0,19,27,6
193,1,7,19,9
193,2,22,10,8
194,0,19,27,6
194,1,6,18,8
194,2,22,10,8
195,0,19,27,6
195,1,6,18,8
195,2,23,10,8
196,0,20,27,6
196,1,6,18,8
196,2,23,10,8
197,0,20,27,6
197,1,5,18,9
197,2,23,10,8
198,0,20,27,6
198,1,5,18,9
198,2,24,11,9
199,0,20,27,7
199,1,5,18,9
199,2,24,11,9
200,0,20,27,7
200,1,4,18,8
200,2,24,11,9
201,0,20,27,7
201,1,4,18,8
201,2,24,10,10
202,0,21,26,6
202,1,4,18,8
202,2,24,10,10
203,0,21,26,6
203,1,3,19,8
203,2,24,10,10
204,0,21,26,6
204,1,3,19,8
204,2,25,9,9
205,0,22,26,6
205,1,3,19,8
205,2,25,9,9
206,0,22,26,6
206,1,3,19,7
206,2,25,9,9
207,0,22,26,6
207,1,3,19,7
207,2,26,10,8
208,0,23,27,6
208,1,3,19,7
208,2,26,10,8
209,0,23,27,6
209,1,2,19,7
209,2,26,10,8
210,0,23,27,6
210,1,2,19,7
210,2,27,9,9
211,0,22,28,7
211,1,2,19,7
211,2,27,9,9
212,0,22,28,7
212,1,2,20,7
212,2,27,9,9
213,0,22,28,7
213,1,2,20,7
213,2,27,8,8
214,0,22,28,8
214,1,2,20,7
214,2,27,8,8
215,0,22,28,8
215,1,3,20,8
215,2,27,8,8
216,0,22,28,8
216,1,3,20,8
216,2,27,8,9
217,0,23,27,9
217,1,3,20,8
217,2,27,8,9
218,0,23,27,9
218,1,2,21,7
218,2,27,8,9
219,0,23,27,9
219,1,2,21,7
219,2,27,7,9
220,0,24,26,8
220,1,2,21,7
220,2,27,7,9
221,0,24,26,8
221,1,1,22,6
221,2,27,7,9
222,0,24,26,8
222,1,1,22,6
222,2,28,8,8
223,0,23,27,8
223,1,1,22,6
223,2,28,8,8
224,0,23,27,8
224,1,0,23,5
224,2,28,8,8
225,0,23,27,8
225,1,0,23,5
225,2,29,8,9
226,0,23,28,8
226,1,0,23,5
226,2,29,8,9
227,0,23,28,8
227,1,1,24,6
227,2,29,8,9
228,0,23,28,8
228,1,1,24,6
228,2,28,7,9
229,0,24,27,9
229,1,1,24,6
229,2,28,7,9
230,0,24,27,9
230,1,0,25,7
230,2,28,7,9
231,0,24,27,9
231,1,0,25,7
231,2,28,6,8
232,0,24,26,9
232,1,0,25,7
232,2,28,6,8
233,0,24,26,9
233,1,0,25,7
233,2,29,5,8
234,0,25,27,8
234,1,0,25,7
234,2,29,5,8
235,0,26,26,8
235,1,0,25,7
235,2,29,5,8
236,0,26,26,8
236,1,1,26,6
236,2,29,5,8
237,0,26,26,8
237,1,1,26,6
237,2,28,4,9
238,0,27,27,7
238,1,1,26,6
238,2,28,4,9
239,0,27,27,7
239,1,0,25,6
239,2,28,4,9
240,0,27,27,7
240,1,0,25,6
240,2,29,4,9
241,0,28,27,7
241,1,0,25,6
241,2,29,4,9
242,0,28,27,7
242,1,1,26,6
242,2,29,4,9
243,0,28,27,7
243,1,1,26,6
243,2,29,5,9
244,0,28,28,7
244,1,1,26,6
244,2,29,5,9
245,0,28,28,7
245,1,1,27,7
245,2,29,5,9
246,0,28,28,7
246,1,1,27,7
246,2,28,6,8
247,0,28,28,7
247,1,1,27,7
247,2,28,6,8
248,0,28,28,7
248,1,1,28,7
248,2,28,6,8
249,0,28,28,7
249,1,1,28,7
249,2,29,5,7
250,0,28,28,7
250,1,1,28,7
250,2,29,5,7
251,0,28,28,7
251,1,2,29,8
251,2,29,5,7
252,0,28,28,7
252,1,2,29,8
252,2,28,4,7
253,0,28,28,7
253,1,2,29,8
253,2,28,4,7
254,0,28,28,7
254,1,2,28,8
254,2,28,4,7
255,0,28,28,7
255,1,2,28,8
255,2,28,3,6
