step,drone_id,x,y,z
47,1,29,5,8
47,2,6,17,14
48,0,2,3,13
48,1,29,5,8
48,2,6,16,13
49,0,3,3,14
49,1,29,5,8
49,2,6,16,13
50,0,3,3,14
50,1,29,6,8
50,2,6,16,13
51,0,3,3,14
51,1,29,6,8
51,2,7,16,12
52,0,2,2,14
52,1,29,6,8
52,2,7,16,12
53,0,2,2,14
53,1,29,7,8
53,2,7,16,12
54,0,2,2,14
54,1,29,7,8
54,2,7,17,12
55,0,3,2,13
55,1,29,7,8
55,2,7,17,12
56,0,3,2,13
56,1,29,6,9
56,2,7,17,12
57,0,3,2,13
57,1,29,6,9
57,2,6,18,12
58,0,4,3,13
58,1,29,6,9
58,2,6,18,12
59,0,4,3,13
59,1,29,7,9
59,2,6,18,12
60,0,4,3,13
60,1,29,7,9
60,2,7,19,12
61,0,5,3,13
61,1,29,7,9
61,2,7,19,12
62,0,5,3,13
62,1,29,6,9
62,2,7,19,12
63,0,5,3,13
63,1,29,6,9
63,2,7,19,11
64,0,6,3,14
64,1,29,6,9
64,2,7,19,11
65,0,6,3,14
65,1,28,7,9
65,2,7,19,11
66,0,6,3,14
66,1,28,7,9
66,2,6,18,10
67,0,5,3,13
67,1,28,7,9
67,2,6,18,10
68,0,5,3,13
68,1,28,6,8
68,2,6,18,10
69,0,5,3,13
69,1,28,6,8
69,2,7,19,11
70,0,6,3,12
70,1,28,6,8
70,2,7,19,11
71,0,6,3,12
71,1,29,5,7
71,2,7,19,11
72,0,6,3,12
72,1,29,5,7
72,2,8,19,11
73,0,7,4,11
73,1,29,5,7
73,2,8,19,11
74,0,7,4,11
74,1,29,5,7
74,2,8,19,11
75,0,7,4,11
75,1,29,5,7
75,2,9,18,11
76,0,8,4,10
76,1,29,5,7
76,2,9,18,11
77,0,8,4,10
77,1,28,6,8
77,2,9,18,11
78,0,8,4,10
78,1,28,6,8
78,2,10,17,10
79,0,9,3,9
79,1,28,6,8
79,2,10,17,10
80,0,9,3,9
80,1,27,6,9
80,2,10,17,10
81,0,9,3,9
81,1,27,6,9
81,2,11,17,10
82,0,10,2,9
82,1,27,6,9
82,2,11,17,10
83,0,10,2,9
83,1,26,5,10
83,2,11,17,10
84,0,10,2,9
84,1,26,5,10
84,2,11,18,11
85,0,11,3,10
85,1,26,5,10
85,2,11,18,11
86,0,11,3,10
86,1,25,6,11
86,2,11,18,11
87,0,11,3,10
87,1,25,6,11
87,2,11,19,11
88,0,12,3,10
88,1,25,6,11
88,2,11,19,11
89,0,12,3,10
89,1,26,7,12
89,2,11,19,11
90,0,12,3,10
90,1,26,7,12
90,2,10,18,10
91,0,13,4,11
91,1,26,7,12
91,2,10,18,10
92,0,13,4,11
92,1,25,8,11
92,2,10,18,10
93,0,13,4,11
93,1,25,8,11
93,2,11,17,11
94,0,12,3,10
94,1,25,8,11
94,2,11,17,11
95,0,12,3,10
95,1,25,9,12
95,2,11,17,11
96,0,12,3,10
96,1,25,9,12
96,2,11,16,11
97,0,12,4,10
97,1,25,9,12
97,2,11,16,11
98,0,12,4,10
98,1,24,8,13
98,2,11,16,11
99,0,12,4,10
99,1,24,8,13
99,2,12,15,12
100,0,12,5,11
100,1,24,8,13
100,2,12,15,12
101,0,12,5,11
101,1,24,9,13
101,2,12,15,12
102,0,12,5,11
102,1,24,9,13
102,2,11,15,13
103,0,13,6,10
103,1,24,9,13
103,2,11,15,13
104,0,13,6,10
104,1,24,10,12
104,2,11,15,13
105,0,13,6,10
105,1,24,10,12
105,2,10,16,14
106,0,14,5,11
106,1,24,10,12
106,2,10,16,14
107,0,14,5,11
107,1,24,10,13
107,2,10,16,14
108,0,14,5,11
108,1,24,10,13
108,2,11,16,14
109,0,15,4,12
109,1,24,10,13
109,2,11,16,14
110,0,15,4,12
110,1,25,11,14
110,2,11,16,14
111,0,15,4,12
111,1,25,11,14
111,2,12,16,15
112,0,14,5,12
112,1,25,11,14
112,2,12,16,15
113,0,14,5,12
113,1,26,12,15
113,2,12,16,15
114,0,14,5,12
114,1,26,12,15
114,2,12,15,15
115,0,13,5,11
115,1,26,12,15
115,2,12,15,15
116,0,13,5,11
116,1,26,11,16
116,2,12,15,15
117,0,13,5,11
117,1,26,11,16
117,2,13,14,15
118,0,12,6,11
118,1,26,11,16
118,2,13,14,15
119,0,12,6,11
119,1,25,10,17
119,2,13,14,15
120,0,12,6,11
120,1,25,10,17
120,2,14,13,15
121,0,11,6,12
121,1,25,10,17
121,2,14,13,15
122,0,11,6,12
122,1,26,10,18
122,2,14,13,15
123,0,11,6,12
123,1,26,10,18
123,2,14,12,15
124,0,10,5,13
124,1,26,10,18
124,2,14,12,15
125,0,10,5,13
125,1,26,11,17
125,2,14,12,15
126,0,10,5,13
126,1,26,11,17
126,2,15,12,16
127,0,9,6,13
127,1,26,11,17
127,2,15,12,16
128,0,9,6,13
128,1,26,11,16
128,2,15,12,16
129,0,9,6,13
129,1,26,11,16
129,2,14,11,16
130,0,9,7,14
130,1,26,11,16
130,2,14,11,16
131,0,9,7,14
131,1,26,12,16
131,2,14,11,16
132,0,9,7,14
132,1,26,12,16
132,2,15,10,16
133,0,10,7,15
133,1,26,12,16
133,2,15,10,16
134,0,10,7,15
134,1,26,11,16
134,2,15,10,16
135,0,10,7,15
135,1,26,11,16
135,2,15,10,17
136,0,11,7,16
136,1,26,11,16
136,2,15,10,17
137,0,11,7,16
137,1,25,11,16
137,2,15,10,17
138,0,11,7,16
138,1,25,11,16
138,2,14,10,16
139,0,11,7,15
139,1,25,11,16
139,2,14,10,16
140,0,11,7,15
140,1,24,11,17
140,2,14,10,16
141,0,11,7,15
141,1,24,11,17
141,2,15,10,15
142,0,11,6,14
142,1,24,11,17
142,2,15,10,15
143,0,11,6,14
143,1,24,10,16
143,2,15,10,15
144,0,11,6,14
144,1,24,10,16
144,2,16,10,16
145,0,11,7,13
145,1,24,10,16
145,2,16,10,16
146,0,11,7,13
146,1,24,11,17
146,2,16,10,16
147,0,11,7,13
147,1,24,11,17
147,2,17,9,17
148,0,10,7,14
148,1,24,11,17
148,2,17,9,17
149,0,10,7,14
149,1,24,10,16
149,2,17,9,17
150,0,10,7,14
150,1,24,10,16
150,2,18,8,17
151,0,9,6,14
151,1,24,10,16
151,2,18,8,17
152,0,9,6,14
152,1,23,10,15
152,2,18,8,17
153,0,9,6,14
153,1,23,10,15
153,2,18,8,16
154,0,9,6,15
154,1,23,10,15
154,2,18,8,16
155,0,9,6,15
155,1,24,10,14
155,2,18,8,16
156,0,9,6,15
156,1,24,10,14
156,2,18,9,15
157,0,10,5,16
157,1,24,10,14
157,2,18,9,15
158,0,10,5,16
158,1,25,10,15
158,2,18,9,15
159,0,10,5,16
159,1,25,10,15
159,2,18,9,14
160,0,10,4,15
160,1,25,10,15
160,2,18,9,14
161,0,10,4,15
161,1,24,10,16
161,2,18,9,14
162,0,10,4,15
162,1,24,10,16
162,2,18,9,15
163,0,9,4,15
163,1,24,10,16
163,2,18,9,15
164,0,9,4,15
164,1,23,11,16
164,2,18,9,15
165,0,9,4,15
165,1,23,11,16
165,2,19,8,16
166,0,8,5,16
166,1,23,11,16
166,2,19,8,16
167,0,8,5,16
167,1,22,10,17
167,2,19,8,16
168,0,8,5,16
168,1,22,10,17
168,2,20,7,16
169,0,9,6,16
169,1,22,10,17
169,2,20,7,16
170,0,9,6,16
170,1,23,9,17
170,2,20,7,16
171,0,9,6,16
171,1,23,9,17
171,2,20,6,17
172,0,10,7,15
172,1,23,9,17
172,2,20,6,17
173,0,10,7,15
173,1,23,8,18
173,2,20,6,17
174,0,10,7,15
174,1,23,8,18
174,2,20,5,17
175,0,11,7,14
175,1,23,8,18
175,2,20,5,17
176,0,11,7,14
176,1,22,9,17
176,2,20,5,17
177,0,11,7,14
177,1,22,9,17
177,2,21,5,16
178,0,12,8,14
178,1,22,9,17
178,2,21,5,16
179,0,12,8,14
179,1,21,9,17
179,2,21,5,16
180,0,12,8,14
180,1,21,9,17
180,2,21,4,15
181,0,13,7,15
181,1,21,9,17
181,2,21,4,15
182,0,13,7,15
182,1,20,8,16
182,2,21,4,15
183,0,13,7,15
183,1,20,8,16
183,2,22,5,14
184,0,14,8,15
184,1,20,8,16
184,2,22,5,14
185,0,14,8,15
185,1,20,7,15
185,2,22,5,14
186,0,14,8,15
186,1,20,7,15
186,2,23,4,15
187,0,14,7,16
187,1,20,7,15
187,2,23,4,15
188,0,14,7,16
188,1,20,8,15
188,2,23,4,15
189,0,14,7,16
189,1,20,8,15
189,2,24,3,15
190,0,14,6,16
190,1,20,8,15
190,2,24,3,15
191,0,14,6,16
191,1,19,8,15
191,2,24,3,15
192,0,14,6,16
192,1,19,8,15
192,2,25,2,15
193,0,15,7,16
193,1,19,8,15
193,2,25,2,15
194,0,15,7,16
194,1,19,8,16
194,2,25,2,15
195,0,15,7,16
195,1,19,8,16
195,2,24,2,16
196,0,15,7,17
196,1,19,8,16
196,2,24,2,16
197,0,15,7,17
197,1,20,8,15
197,2,24,2,16
198,0,15,7,17
198,1,20,8,15
198,2,25,3,15
199,0,16,8,16
199,1,20,8,15
199,2,25,3,15
200,0,16,8,16
200,1,20,8,14
200,2,25,3,15
201,0,16,8,16
201,1,20,8,14
201,2,26,4,16
202,0,17,7,16
202,1,20,8,14
202,2,26,4,16
203,0,17,7,16
203,1,19,8,13
203,2,26,4,16
204,0,17,7,16
204,1,19,8,13
204,2,27,5,16
205,0,18,8,17
205,1,19,8,13
205,2,27,5,16
206,0,18,8,17
206,1,18,9,13
206,2,27,5,16
207,0,18,8,17
207,1,18,9,13
207,2,28,5,15
208,0,18,9,18
208,1,18,9,13
208,2,28,5,15
209,0,18,9,18
209,1,19,9,13
209,2,28,5,15
210,0,18,9,18
210,1,19,9,13
210,2,27,5,15
211,0,19,10,18
211,1,19,9,13
211,2,27,5,15
212,0,19,10,18
212,1,20,9,14
212,2,27,5,15
213,0,19,10,18
213,1,20,9,14
213,2,27,6,15
214,0,20,11,18
214,1,20,9,14
214,2,27,6,15
215,0,20,11,18
215,1,20,10,15
215,2,27,6,15
216,0,20,11,18
216,1,20,10,15
216,2,28,6,16
217,0,21,12,18
217,1,20,10,15
217,2,28,6,16
218,0,21,12,18
218,1,20,9,14
218,2,28,6,16
219,0,21,12,18
219,1,20,9,14
219,2,28,6,17
220,0,22,13,18
220,1,20,9,14
220,2,28,6,17
221,0,22,13,18
221,1,19,9,14
221,2,28,6,17
222,0,22,13,18
222,1,19,9,14
222,2,28,5,17
223,0,22,12,19
223,1,19,9,14
223,2,28,5,17
224,0,22,12,19
224,1,18,8,15
224,2,28,5,17
225,0,22,12,19
225,1,18,8,15
225,2,28,6,16
226,0,22,13,19
226,1,18,8,15
226,2,28,6,16
227,0,22,13,19
227,1,17,9,14
227,2,28,6,16
228,0,22,13,19
228,1,17,9,14
228,2,29,6,16
229,0,23,13,19
229,1,17,9,14
229,2,29,6,16
230,0,23,13,19
230,1,17,8,13
230,2,29,6,16
231,0,23,13,19
231,1,17,8,13
231,2,29,5,17
232,0,23,14,18
232,1,17,8,13
232,2,29,5,17
233,0,23,14,18
233,1,17,9,12
233,2,29,5,17
234,0,23,14,18
234,1,17,9,12
234,2,29,5,17
235,0,24,13,19
235,1,17,9,12
235,2,29,5,17
236,0,24,13,19
236,1,16,9,11
236,2,29,5,17
237,0,24,13,19
237,1,16,9,11
237,2,29,5,17
238,0,25,12,19
238,1,16,9,11
238,2,29,5,17
239,0,25,12,19
239,1,17,9,10
239,2,29,5,17
240,0,25,12,19
240,1,17,9,10
240,2,29,5,17
241,0,26,13,20
241,1,17,9,10
241,2,29,5,17
242,0,26,13,20
242,1,16,10,10
242,2,29,5,17
243,0,26,13,20
243,1,16,10,10
243,2,29,5,17
244,0,27,14,20
244,1,16,10,10
244,2,29,5,17
245,0,27,14,20
245,1,17,11,11
245,2,29,5,17
246,0,27,14,20
246,1,17,11,11
246,2,29,5,17
247,0,28,15,19
247,1,17,11,11
247,2,29,5,17
248,0,28,15,19
248,1,16,12,12
248,2,29,5,17
249,0,28,15,19
249,1,16,12,12
249,2,29,4,16
250,0,28,15,18
250,1,16,12,12
250,2,29,4,16
251,0,28,15,18
251,1,15,12,13
251,2,29,4,16
252,0,28,15,18
252,1,15,12,13
252,2,29,3,16
253,0,27,16,18
253,1,15,12,13
253,2,29,3,16
254,0,27,16,18
254,1,16,13,13
254,2,29,3,16
255,0,27,16,18
255,1,16,13,13
255,2,29,3,16
256,0,27,17,19
256,1,16,13,13
256,2,29,3,16
257,0,27,17,19
257,1,15,12,13
257,2,29,3,16
258,0,27,17,19
258,1,15,12,13
258,2,29,3,16
259,0,27,17,20
259,1,15,12,13
259,2,29,3,16
260,0,27,17,20
260,1,14,12,12
260,2,29,3,16
261,0,27,17,20
261,1,14,12,12
261,2,29,2,17
262,0,27,17,20
262,1,14,12,12
262,2,29,2,17
263,0,27,17,20
263,1,15,13,12
263,2,29,2,17
264,0,27,17,20
264,1,15,13,12
264,2,28,2,18
265,0,26,18,20
265,1,15,13,12
265,2,28,2,18
266,0,26,18,20
266,1,15,14,12
266,2,28,2,18
267,0,26,18,20
267,1,15,14,12
267,2,27,3,19
268,0,26,18,20
268,1,15,14,12
268,2,27,3,19
269,0,26,18,20
269,1,15,14,11
269,2,27,3,19
270,0,26,18,20
270,1,15,14,11
270,2,27,3,20
271,0,25,18,20
271,1,15,14,11
271,2,27,3,20
272,0,25,18,20
272,1,15,15,12
272,2,27,3,20
273,0,25,18,20
273,1,15,15,12
273,2,26,3,19
274,0,25,18,20
274,1,15,15,12
274,2,26,3,19
275,0,25,18,20
275,1,14,15,11
275,2,26,3,19
276,0,25,18,20
276,1,14,15,11
276,2,26,3,18
277,0,26,19,20
277,1,14,15,11
277,2,26,3,18
278,0,26,19,20
278,1,13,15,12
278,2,26,3,18
279,0,26,19,20
279,1,13,15,12
279,2,25,3,17
280,0,25,19,19
280,1,13,15,12
280,2,25,3,17
281,0,25,19,19
281,1,12,16,13
281,2,25,3,17
282,0,25,19,19
282,1,12,16,13
282,2,24,4,17
283,0,24,20,18
283,1,12,16,13
283,2,24,4,17
284,0,24,20,18
284,1,11,16,14
284,2,24,4,17
285,0,24,20,18
285,1,11,16,14
285,2,25,3,17
286,0,23,20,17
286,1,11,16,14
286,2,25,3,17
287,0,23,20,17
287,1,11,15,13
287,2,25,3,17
288,0,23,20,17
288,1,11,15,13
288,2,26,4,18
289,0,24,19,17
289,1,11,15,13
289,2,26,4,18
290,0,24,19,17
290,1,11,14,14
290,2,26,4,18
291,0,24,19,17
291,1,11,14,14
291,2,27,4,18
292,0,25,19,16
292,1,11,14,14
292,2,27,4,18
293,0,25,19,16
293,1,10,15,15
293,2,27,4,18
294,0,25,19,16
294,1,10,15,15
294,2,27,3,19
295,0,24,19,17
295,1,10,15,15
295,2,27,3,19
296,0,24,19,17
296,1,10,16,16
296,2,27,3,19
297,0,24,19,17
297,1,10,16,16
297,2,27,2,19
298,0,24,20,17
298,1,10,16,16
298,2,27,2,19
299,0,24,20,17
299,1,9,17,16
299,2,27,2,19
300,0,24,20,17
300,1,9,17,16
300,2,28,3,18
301,0,25,21,18
301,1,9,17,16
301,2,28,3,18
302,0,25,21,18
302,1,10,18,15
302,2,28,3,18
303,0,25,21,18
303,1,10,18,15
303,2,28,3,18
304,0,26,21,17
304,1,10,18,15
304,2,28,3,18
305,0,26,21,17
305,1,9,19,14
305,2,28,3,18
306,0,26,21,17
306,1,9,19,14
306,2,28,3,18
307,0,27,22,18
307,1,9,19,14
307,2,28,3,18
308,0,27,22,18
308,1,10,20,15
308,2,28,3,18
309,0,27,22,18
309,1,10,20,15
309,2,28,3,18
310,0,28,22,17
310,1,10,20,15
310,2,28,3,18
311,0,28,22,17
311,1,9,20,14
311,2,28,3,18
312,0,28,22,17
312,1,9,20,14
312,2,28,3,18
313,0,28,21,17
313,1,9,20,14
313,2,28,3,18
314,0,28,21,17
314,1,9,21,15
314,2,28,3,18
315,0,28,21,17
315,1,9,21,15
315,2,28,3,18
316,0,28,21,16
316,1,9,21,15
316,2,28,3,18
317,0,28,21,16
317,1,8,22,14
317,2,28,3,18
318,0,28,21,16
318,1,8,22,14
318,2,28,3,18
319,0,27,22,15
319,1,8,22,14
319,2,28,3,18
320,0,27,22,15
320,1,7,23,15
320,2,28,3,18
321,0,27,22,15
321,1,7,23,15
321,2,28,3,18
322,0,27,23,15
322,1,7,23,15
322,2,28,3,18
323,0,27,23,15
323,1,8,22,15
323,2,28,3,18
324,0,27,23,15
324,1,8,22,15
324,2,28,3,18
325,0,28,23,16
325,1,8,22,15
325,2,28,3,18
326,0,28,23,16
326,1,7,23,14
326,2,28,3,18
327,0,28,23,16
327,1,7,23,14
327,2,28,3,18
328,0,28,24,17
328,1,7,23,14
328,2,28,3,18
329,0,28,24,17
329,1,6,24,13
329,2,28,3,18
330,0,28,24,17
330,1,6,24,13
330,2,28,3,18
331,0,29,25,17
331,1,6,24,13
331,2,28,3,18
332,0,29,25,17
332,1,7,23,12
332,2,28,3,18
333,0,29,25,17
333,1,7,23,12
333,2,28,3,18
334,0,29,25,16
334,1,7,23,12
334,2,28,3,18
335,0,29,25,16
335,1,6,24,11
335,2,28,3,18
336,0,29,25,16
336,1,6,24,11
336,2,28,3,18
337,0,29,24,15
337,1,6,24,11
337,2,28,3,18
338,0,29,24,15
338,1,7,23,10
338,2,28,3,18
339,0,29,24,15
339,1,7,23,10
339,2,28,3,18
340,0,29,25,14
340,1,7,23,10
340,2,28,3,18
341,0,29,25,14
341,1,6,24,11
341,2,28,3,18
342,0,29,25,14
342,1,6,24,11
342,2,28,3,18
343,0,29,26,13
343,1,6,24,11
343,2,28,3,18
344,0,29,26,13
344,1,6,24,12
344,2,28,3,18
345,0,29,26,13
345,1,6,24,12
345,2,28,3,18
346,0,28,26,13
346,1,6,24,12
346,2,28,3,18
347,0,28,26,13
347,1,6,25,11
347,2,28,3,18
348,0,28,26,13
348,1,6,25,11
348,2,28,3,18
349,0,28,27,14
349,1,6,25,11
349,2,28,3,18
350,0,28,27,14
350,1,5,24,12
350,2,28,3,18
351,0,28,27,14
351,1,5,24,12
351,2,28,3,18
352,0,28,28,13
352,1,5,24,12
352,2,28,3,18
353,0,28,28,13
353,1,4,24,12
353,2,28,3,18
354,0,28,28,13
354,1,4,24,12
354,2,28,3,18
355,0,28,28,13
355,1,4,24,12
355,2,28,3,18
356,0,28,28,13
356,1,3,25,11
356,2,28,3,18
357,0,28,28,13
357,1,3,25,11
357,2,28,3,18
358,0,28,28,13
358,1,3,25,11
358,2,28,3,18
359,0,28,28,13
359,1,2,24,10
359,2,28,3,18
360,0,28,28,13
360,1,2,24,10
360,2,28,3,18
361,0,28,28,13
361,1,2,24,10
361,2,28,3,18
362,0,28,28,13
362,1,3,24,9
362,2,28,3,18
363,0,28,28,13
363,1,3,24,9
363,2,28,3,18
364,0,28,28,13
364,1,3,24,9
364,2,28,3,18
365,0,28,28,13
365,1,2,24,9
365,2,28,3,18
366,0,28,28,13
366,1,2,24,9
366,2,28,3,18
367,0,28,28,13
367,1,2,24,9
367,2,28,3,18
368,0,28,28,13
368,1,1,24,10
368,2,28,3,18
369,0,28,28,13
369,1,1,24,10
369,2,28,3,18
370,0,28,28,13
370,1,1,24,10
370,2,28,3,18
371,0,28,28,13
371,1,0,25,11
371,2,28,3,18
372,0,28,28,13
372,1,0,25,11
372,2,28,3,18
373,0,28,28,13
373,1,0,25,11
373,2,28,3,18
374,0,28,28,13
374,1,0,25,11
374,2,28,3,18
375,0,28,28,13
375,1,0,25,11
375,2,28,3,18
376,0,28,28,13
376,1,0,25,11
376,2,28,3,18
377,0,28,28,13
377,1,1,25,12
377,2,28,3,18
378,0,28,28,13
378,1,1,25,12
378,2,28,3,18
379,0,28,28,13
379,1,1,25,12
379,2,28,3,18
380,0,28,28,13
380,1,1,26,11
380,2,28,3,18
381,0,28,28,13
381,1,1,26,11
381,2,28,3,18
382,0,28,28,13
382,1,1,26,11
382,2,28,3,18
383,0,28,28,13
383,1,0,26,12
383,2,28,3,18
384,0,28,28,13
384,1,0,26,12
384,2,28,3,18
385,0,28,28,13
385,1,0,26,12
385,2,28,3,18
386,0,28,28,13
386,1,1,27,12
386,2,28,3,18
387,0,28,28,13
387,1,1,27,12
387,2,28,3,18
388,0,28,28,13
388,1,1,27,12
388,2,28,3,18
389,0,28,28,13
389,1,2,28,11
389,2,28,3,18
