step,drone_id,x,y,z
47,1,29,0,10
47,2,1,25,2
48,0,0,0,1
48,1,29,0,10
48,2,1,25,2
49,0,0,0,1
49,1,29,0,10
49,2,1,25,2
50,0,0,0,1
50,1,29,0,10
50,2,1,25,2
51,0,0,0,1
51,1,29,0,10
51,2,1,25,2
52,0,0,0,1
52,1,29,0,10
52,2,1,25,2
53,0,0,0,1
53,1,29,0,10
53,2,1,25,2
54,0,0,0,1
54,1,29,0,10
54,2,1,25,2
55,0,0,0,1
55,1,29,0,10
55,2,1,25,2
56,0,0,0,1
56,1,29,0,10
56,2,1,25,2
57,0,0,0,1
57,1,29,0,10
57,2,1,25,2
58,0,0,0,1
58,1,29,0,10
58,2,1,25,2
59,0,0,0,1
59,1,29,0,10
59,2,1,25,2
60,0,0,0,1
60,1,29,0,10
60,2,1,25,2
61,0,0,0,1
61,1,29,0,10
61,2,1,25,2
62,0,0,0,1
62,1,29,0,10
62,2,1,25,2
63,0,0,0,1
63,1,29,0,10
63,2,2,25,2
64,0,0,0,1
64,1,29,0,10
64,2,2,25,2
65,0,0,0,1
65,1,29,0,10
65,2,2,25,2
66,0,0,0,1
66,1,29,0,10
66,2,2,25,2
67,0,0,0,1
67,1,29,0,10
67,2,2,25,2
68,0,0,0,1
68,1,29,0,10
68,2,2,25,2
69,0,0,0,1
69,1,29,0,10
69,2,2,25,2
70,0,0,0,1
70,1,29,0,10
70,2,2,25,2
71,0,0,0,1
71,1,29,0,10
71,2,2,25,2
72,0,0,0,1
72,1,29,0,10
72,2,1,25,3
73,0,0,0,1
73,1,29,0,10
73,2,1,25,3
74,0,0,0,1
74,1,29,0,10
74,2,1,25,3
75,0,0,0,1
75,1,29,0,10
75,2,0,26,3
76,0,0,0,1
76,1,29,0,10
76,2,0,26,3
77,0,0,0,1
77,1,29,0,10
77,2,0,26,3
78,0,0,0,1
78,1,29,0,10
78,2,0,26,3
79,0,0,0,1
79,1,29,0,10
79,2,0,26,3
80,0,0,0,1
80,1,29,0,10
80,2,0,26,3
81,0,0,0,1
81,1,29,0,10
81,2,0,26,3
82,0,0,0,1
82,1,29,0,10
82,2,0,26,3
83,0,0,0,1
83,1,29,0,9
83,2,0,26,3
84,0,0,0,1
84,1,29,0,9
84,2,0,26,3
85,0,0,0,1
85,1,29,0,9
85,2,0,26,3
86,0,0,0,1
86,1,29,0,9
86,2,0,26,3
87,0,0,0,1
87,1,29,0,9
87,2,0,26,3
88,0,0,0,1
88,1,29,0,9
88,2,0,26,3
89,0,0,0,1
89,1,29,0,9
89,2,0,26,3
90,0,0,0,1
90,1,29,0,9
90,2,0,26,3
91,0,0,0,1
91,1,29,0,9
91,2,0,26,3
92,0,0,0,1
92,1,29,0,9
92,2,0,26,3
93,0,0,0,1
93,1,29,0,9
93,2,0,26,3
94,0,0,0,1
94,1,29,0,9
94,2,0,26,3
95,0,0,0,1
95,1,29,0,9
95,2,0,26,3
96,0,0,0,1
96,1,29,0,9
96,2,0,26,3
97,0,0,0,1
97,1,29,0,9
97,2,0,26,3
98,0,0,0,1
98,1,29,0,9
98,2,0,26,3
99,0,0,0,1
99,1,29,0,9
99,2,0,26,3
100,0,0,0,1
100,1,29,0,9
100,2,0,26,3
101,0,0,0,1
101,1,29,0,9
101,2,0,26,3
102,0,0,0,1
102,1,29,0,9
102,2,0,26,3
103,0,0,0,1
103,1,29,0,9
103,2,0,26,3
104,0,0,0,1
104,1,29,0,9
104,2,0,26,3
105,0,0,0,1
105,1,29,0,9
105,2,0,26,3
106,0,0,0,1
106,1,29,0,9
106,2,0,26,3
107,0,0,0,1
107,1,29,0,9
107,2,0,26,3
108,0,0,0,1
108,1,29,0,9
108,2,0,26,3
109,0,0,0,1
109,1,29,0,9
109,2,0,26,3
110,0,0,0,1
110,1,29,0,9
110,2,0,26,3
111,0,0,0,1
111,1,29,0,9
111,2,0,26,3
112,0,0,0,1
112,1,29,0,9
112,2,0,26,3
113,0,0,0,1
113,1,29,0,9
113,2,0,26,3
114,0,0,0,1
114,1,29,0,9
114,2,1,27,3
115,0,0,0,1
115,1,29,0,9
115,2,1,27,3
116,0,0,0,1
116,1,29,0,9
116,2,1,27,3
117,0,0,0,1
117,1,29,0,9
117,2,1,27,4
118,0,0,0,1
118,1,29,0,9
118,2,1,27,4
119,0,0,0,1
119,1,29,0,9
119,2,1,27,4
120,0,0,0,1
120,1,29,0,9
120,2,2,27,3
121,0,1,0,2
121,1,29,0,9
121,2,2,27,3
122,0,1,0,2
122,1,29,0,9
122,2,2,27,3
123,0,1,0,2
123,1,29,0,9
123,2,2,26,4
124,0,1,0,2
124,1,29,0,9
124,2,2,26,4
125,0,1,0,2
125,1,29,0,9
125,2,2,26,4
126,0,1,0,2
126,1,29,0,9
126,2,1,26,3
127,0,1,0,2
127,1,29,0,9
127,2,1,26,3
128,0,1,0,2
128,1,29,0,9
128,2,1,26,3
129,0,1,0,2
129,1,29,0,9
129,2,1,25,3
130,0,1,0,2
130,1,29,0,9
130,2,1,25,3
131,0,1,0,2
131,1,29,0,9
131,2,1,25,3
132,0,1,0,2
132,1,29,0,9
132,2,0,26,3
133,0,1,1,3
133,1,29,0,9
133,2,0,26,3
134,0,1,1,3
134,1,29,0,9
134,2,0,26,3
135,0,1,1,3
135,1,29,0,9
135,2,0,25,3
136,0,2,0,3
136,1,29,0,9
136,2,0,25,3
137,0,2,0,3
137,1,29,0,9
137,2,0,25,3
138,0,2,0,3
138,1,29,0,9
138,2,1,25,2
139,0,2,0,3
139,1,29,0,9
139,2,1,25,2
140,0,2,0,3
140,1,29,0,9
140,2,1,25,2
141,0,2,0,3
141,1,29,0,9
141,2,1,25,2
142,0,2,0,3
142,1,29,0,9
142,2,1,25,2
143,0,2,0,3
143,1,29,0,9
143,2,1,25,2
144,0,2,0,3
144,1,29,0,9
144,2,1,25,2
145,0,2,0,3
145,1,29,0,9
145,2,1,25,2
146,0,2,0,3
146,1,29,0,9
146,2,1,25,2
147,0,2,0,3
147,1,29,0,9
147,2,1,25,2
148,0,3,0,4
148,1,29,0,9
148,2,1,25,2
149,0,3,0,4
149,1,29,0,9
149,2,1,25,2
150,0,3,0,4
150,1,29,0,9
150,2,1,25,2
151,0,3,0,3
151,1,29,0,9
151,2,1,25,2
152,0,3,0,3
152,1,29,0,9
152,2,1,25,2
153,0,3,0,3
153,1,29,0,9
153,2,1,25,2
154,0,2,0,2
154,1,29,0,9
154,2,1,25,2
155,0,2,0,2
155,1,29,0,9
155,2,1,25,2
156,0,2,0,2
156,1,29,0,9
156,2,1,25,2
157,0,3,1,2
157,1,29,0,9
157,2,1,25,2
158,0,3,1,2
158,1,29,0,9
158,2,1,25,2
159,0,3,1,2
159,1,29,0,9
159,2,0,24,3
160,0,3,1,2
160,1,29,0,9
160,2,0,24,3
161,0,3,1,2
161,1,29,0,9
161,2,0,24,3
162,0,3,1,2
162,1,29,0,9
162,2,1,24,4
163,0,2,1,2
163,1,29,0,9
163,2,1,24,4
164,0,2,1,2
164,1,29,0,9
164,2,1,24,4
165,0,2,1,2
165,1,29,0,9
165,2,2,25,5
166,0,2,1,2
166,1,29,0,9
166,2,2,25,5
167,0,2,1,2
167,1,29,0,9
167,2,2,25,5
168,0,2,1,2
168,1,29,0,9
168,2,2,24,5
169,0,3,0,3
169,1,29,0,9
169,2,2,24,5
170,0,3,0,3
170,1,29,0,9
170,2,2,24,5
171,0,3,0,3
171,1,29,0,9
171,2,2,24,4
172,0,2,1,2
172,1,29,0,9
172,2,2,24,4
173,0,2,1,2
173,1,29,0,9
173,2,2,24,4
174,0,2,1,2
174,1,29,0,9
174,2,1,25,4
175,0,2,1,2
175,1,29,0,9
175,2,1,25,4
176,0,2,1,2
176,1,29,0,9
176,2,1,25,4
177,0,2,1,2
177,1,29,0,9
177,2,0,26,5
178,0,3,0,2
178,1,29,0,9
178,2,0,26,5
179,0,3,0,2
179,1,29,0,9
179,2,0,26,5
180,0,3,0,2
180,1,29,0,9
180,2,1,26,4
181,0,3,0,2
181,1,29,0,9
181,2,1,26,4
182,0,3,0,2
182,1,29,0,9
182,2,1,26,4
183,0,3,0,2
183,1,29,0,9
183,2,0,27,3
184,0,3,0,2
184,1,29,0,9
184,2,0,27,3
185,0,3,0,2
185,1,29,0,9
185,2,0,27,3
186,0,3,0,2
186,1,29,0,9
186,2,0,27,3
187,0,4,1,2
187,1,29,0,9
187,2,0,27,3
188,0,4,1,2
188,1,29,0,9
188,2,0,27,3
189,0,4,1,2
189,1,29,0,9
189,2,1,28,2
190,0,4,1,1
190,1,29,0,9
190,2,1,28,2
191,0,4,1,1
191,1,29,0,9
191,2,1,28,2
192,0,4,1,1
192,1,29,0,9
192,2,2,27,2
193,0,4,0,2
193,1,29,0,9
193,2,2,27,2
194,0,4,0,2
194,1,29,0,9
194,2,2,27,2
195,0,4,0,2
195,1,29,0,9
195,2,2,27,2
196,0,3,0,1
196,1,29,0,9
196,2,2,27,2
197,0,3,0,1
197,1,29,0,9
197,2,2,27,2
198,0,3,0,1
198,1,29,0,9
198,2,1,28,2
199,0,3,0,1
199,1,29,0,9
199,2,1,28,2
200,0,3,0,1
200,1,29,0,9
200,2,1,28,2
201,0,3,0,1
201,1,29,0,9
201,2,2,29,2
202,0,3,0,1
202,1,29,0,9
202,2,2,29,2
203,0,3,0,1
203,1,29,0,9
203,2,2,29,2
204,0,3,0,1
204,1,29,0,9
204,2,2,29,2
205,0,3,0,1
205,1,29,0,9
205,2,2,29,2
206,0,3,0,1
206,1,29,0,9
206,2,2,29,2
207,0,3,0,1
207,1,29,0,9
207,2,2,29,2
208,0,3,0,1
208,1,29,0,9
208,2,2,29,2
209,0,3,0,1
209,1,29,0,9
209,2,2,29,2
210,0,3,0,1
210,1,29,0,9
210,2,2,29,2
211,0,3,0,1
211,1,29,0,9
211,2,2,29,2
212,0,3,0,1
212,1,29,0,10
212,2,2,29,2
213,0,3,0,1
213,1,29,0,10
213,2,3,28,3
214,0,2,0,1
214,1,29,0,10
214,2,3,28,3
215,0,2,0,1
215,1,29,0,9
215,2,3,28,3
216,0,2,0,1
216,1,29,0,9
216,2,3,28,3
217,0,2,0,1
217,1,29,0,9
217,2,3,28,3
218,0,2,0,1
218,1,29,0,9
218,2,3,28,3
219,0,2,0,1
219,1,29,0,9
219,2,2,28,3
220,0,2,0,2
220,1,29,0,9
220,2,2,28,3
221,0,2,0,2
221,1,29,0,10
221,2,2,28,3
222,0,2,0,2
222,1,29,0,10
222,2,2,27,3
223,0,2,1,3
223,1,29,0,10
223,2,2,27,3
224,0,2,1,3
224,1,29,0,10
224,2,2,27,3
225,0,2,1,3
225,1,29,0,10
225,2,2,27,3
226,0,1,0,2
226,1,29,0,10
226,2,2,27,3
227,0,1,0,2
227,1,29,0,10
227,2,2,27,3
228,0,1,0,2
228,1,29,0,10
228,2,2,27,3
229,0,1,0,2
229,1,29,0,10
229,2,2,27,3
230,0,1,0,2
230,1,29,0,9
230,2,2,27,3
231,0,1,0,2
231,1,29,0,9
231,2,1,26,4
232,0,1,0,2
232,1,29,0,9
232,2,1,26,4
233,0,1,0,2
233,1,29,0,9
233,2,1,26,4
234,0,1,0,2
234,1,29,0,9
234,2,0,25,4
235,0,2,1,2
235,1,29,0,9
235,2,0,25,4
236,0,2,1,2
236,1,29,0,9
236,2,0,25,4
237,0,2,1,2
237,1,29,0,9
237,2,0,24,3
238,0,2,1,2
238,1,29,0,9
238,2,0,24,3
239,0,2,1,2
239,1,29,0,9
239,2,0,24,3
240,0,2,1,2
240,1,29,0,9
240,2,0,24,3
241,0,3,0,2
241,1,29,0,9
241,2,0,24,3
242,0,3,0,2
242,1,29,0,9
242,2,0,24,3
243,0,3,0,2
243,1,29,0,9
243,2,0,24,3
244,0,4,0,3
244,1,29,0,9
244,2,0,24,3
245,0,4,0,3
245,1,29,0,9
245,2,0,24,3
246,0,4,0,3
246,1,29,0,9
246,2,0,25,4
247,0,5,0,3
247,1,29,0,9
247,2,0,25,4
248,0,5,0,3
248,1,29,0,9
248,2,0,25,4
249,0,5,0,3
249,1,29,0,9
249,2,0,25,4
250,0,4,1,2
250,1,29,0,9
250,2,0,25,4
251,0,4,1,2
251,1,29,0,9
251,2,0,25,4
252,0,4,1,2
252,1,29,0,9
252,2,1,25,5
253,0,3,1,3
253,1,29,0,9
253,2,1,25,5
254,0,3,1,3
254,1,29,0,9
254,2,1,25,5
255,0,3,1,3
255,1,29,0,9
255,2,2,26,6
256,0,4,0,2
256,1,29,0,9
256,2,2,26,6
257,0,4,0,2
257,1,29,0,9
257,2,2,26,6
258,0,4,0,2
258,1,29,0,9
258,2,3,27,7
259,0,4,0,2
259,1,29,0,9
259,2,3,27,7
260,0,4,0,2
260,1,29,0,9
260,2,3,27,7
261,0,4,0,2
261,1,29,0,9
261,2,3,26,6
262,0,4,0,2
262,1,29,0,9
262,2,3,26,6
263,0,4,0,2
263,1,29,0,9
263,2,3,26,6
264,0,4,0,2
264,1,29,0,9
264,2,2,27,5
265,0,4,0,2
265,1,29,0,9
265,2,2,27,5
266,0,4,0,2
266,1,29,0,9
266,2,2,27,5
267,0,4,0,2
267,1,29,0,9
267,2,2,27,6
268,0,4,0,2
268,1,29,0,9
268,2,2,27,6
269,0,4,0,2
269,1,29,0,9
269,2,2,27,6
270,0,4,0,2
270,1,29,0,9
270,2,2,26,7
271,0,3,1,2
271,1,29,0,9
271,2,2,26,7
272,0,3,1,2
272,1,29,0,9
272,2,2,26,7
273,0,3,1,2
273,1,29,0,9
273,2,1,25,7
274,0,3,1,2
274,1,29,0,9
274,2,1,25,7
275,0,3,1,2
275,1,29,0,9
275,2,1,25,7
276,0,3,1,2
276,1,29,0,9
276,2,1,24,6
277,0,3,1,2
277,1,29,0,9
277,2,1,24,6
278,0,3,1,2
278,1,29,0,9
278,2,1,24,6
279,0,3,1,2
279,1,29,0,9
279,2,0,24,7
280,0,3,0,2
280,1,29,0,9
280,2,0,24,7
281,0,3,0,2
281,1,29,0,10
281,2,0,24,7
282,0,3,0,2
282,1,29,0,10
282,2,1,24,8
283,0,4,1,1
283,1,29,0,10
283,2,1,24,8
284,0,4,1,1
284,1,29,0,10
284,2,1,24,8
285,0,4,1,1
285,1,29,0,10
285,2,0,23,9
286,0,4,1,1
286,1,29,0,10
286,2,0,23,9
287,0,4,1,1
287,1,29,0,10
287,2,0,23,9
288,0,4,1,1
288,1,29,0,10
288,2,0,22,10
289,0,4,1,1
289,1,29,0,10
289,2,0,22,10
290,0,4,1,1
290,1,29,0,10
290,2,0,22,10
291,0,4,1,1
291,1,29,0,10
291,2,0,22,10
292,0,4,1,1
292,1,29,0,10
292,2,0,22,10
293,0,4,1,1
293,1,29,1,10
293,2,0,22,10
294,0,4,1,1
294,1,29,1,10
294,2,0,21,9
295,0,3,1,2
295,1,29,1,10
295,2,0,21,9
296,0,3,1,2
296,1,29,0,11
296,2,0,21,9
297,0,3,1,2
297,1,29,0,11
297,2,0,21,8
298,0,3,1,2
298,1,29,0,11
298,2,0,21,8
299,0,3,1,2
299,1,29,0,11
299,2,0,21,8
300,0,3,1,2
300,1,29,0,11
300,2,0,21,8
301,0,3,1,2
301,1,29,0,11
301,2,0,21,8
302,0,3,1,2
302,1,29,0,12
302,2,0,21,8
303,0,3,1,2
303,1,29,0,12
303,2,0,22,8
304,0,3,0,1
304,1,29,0,12
304,2,0,22,8
305,0,3,0,1
305,1,29,0,12
305,2,0,22,8
306,0,3,0,1
306,1,29,0,12
306,2,0,21,9
307,0,3,0,1
307,1,29,0,12
307,2,0,21,9
308,0,3,0,1
308,1,28,0,13
308,2,0,21,9
309,0,3,0,1
309,1,28,0,13
309,2,1,20,10
310,0,3,1,2
310,1,28,0,13
310,2,1,20,10
311,0,3,1,2
311,1,28,0,13
311,2,1,20,10
312,0,3,1,2
312,1,28,0,13
312,2,1,19,10
313,0,4,2,3
313,1,28,0,13
313,2,1,19,10
314,0,4,2,3
314,1,28,1,12
314,2,1,19,10
315,0,4,2,3
315,1,28,1,12
315,2,1,19,9
316,0,4,3,2
316,1,28,1,12
316,2,1,19,9
317,0,4,3,2
317,1,28,2,12
317,2,1,19,9
318,0,4,3,2
318,1,28,2,12
318,2,1,20,8
319,0,5,4,2
319,1,28,2,12
319,2,1,20,8
320,0,5,4,2
320,1,29,1,12
320,2,1,20,8
321,0,5,4,2
321,1,29,1,12
321,2,1,20,9
322,0,5,5,1
322,1,29,1,12
322,2,1,20,9
323,0,5,5,1
323,1,29,1,12
323,2,1,20,9
324,0,5,5,1
324,1,29,1,12
324,2,0,21,10
325,0,6,6,2
325,1,29,1,12
325,2,0,21,10
326,0,6,6,2
326,1,29,2,11
326,2,0,21,10
327,0,6,6,2
327,1,29,2,11
327,2,1,21,11
328,0,6,6,2
328,1,29,2,11
328,2,1,21,11
329,0,6,6,2
329,1,29,2,11
329,2,1,21,11
330,0,6,6,2
330,1,29,2,11
330,2,1,21,12
331,0,5,7,3
331,1,29,2,11
331,2,1,21,12
332,0,5,7,3
332,1,28,1,11
332,2,1,21,12
333,0,5,7,3
333,1,28,1,11
333,2,2,20,12
334,0,5,7,2
334,1,28,1,11
334,2,2,20,12
335,0,5,7,2
335,1,29,1,11
335,2,2,20,12
336,0,5,7,2
336,1,29,1,11
336,2,2,19,13
337,0,6,7,3
337,1,29,1,11
337,2,2,19,13
338,0,6,7,3
338,1,29,1,11
338,2,2,19,13
339,0,6,7,3
339,1,29,1,11
339,2,3,18,13
340,0,7,6,2
340,1,29,1,11
340,2,3,18,13
341,0,7,6,2
341,1,29,1,11
341,2,3,18,13
342,0,7,6,2
342,1,29,1,11
342,2,3,18,12
343,0,8,7,2
343,1,29,1,11
343,2,3,18,12
344,0,8,7,2
344,1,29,2,12
344,2,3,18,12
345,0,8,7,2
345,1,29,2,12
345,2,3,17,12
346,0,7,7,2
346,1,29,2,12
346,2,3,17,12
347,0,7,7,2
347,1,28,2,12
347,2,3,17,12
348,0,7,7,2
348,1,28,2,12
348,2,4,16,13
349,0,7,7,3
349,1,28,2,12
349,2,4,16,13
350,0,7,7,3
350,1,27,3,13
350,2,4,16,13
351,0,7,7,3
351,1,27,3,13
351,2,4,17,14
352,0,8,8,3
352,1,27,3,13
352,2,4,17,14
353,0,8,8,3
353,1,26,3,13
353,2,4,17,14
354,0,8,8,3
354,1,26,3,13
354,2,5,18,13
355,0,8,8,4
355,1,26,3,13
355,2,5,18,13
356,0,8,8,4
356,1,25,4,14
356,2,5,18,13
357,0,8,8,4
357,1,25,4,14
357,2,6,18,14
358,0,9,7,5
358,1,25,4,14
358,2,6,18,14
359,0,9,7,5
359,1,24,5,13
359,2,6,18,14
360,0,9,7,5
360,1,24,5,13
360,2,6,17,15
361,0,10,7,5
361,1,24,5,13
361,2,6,17,15
362,0,10,7,5
362,1,23,6,13
362,2,6,17,15
363,0,10,7,5
363,1,23,6,13
363,2,7,18,15
364,0,11,8,4
364,1,23,6,13
364,2,7,18,15
365,0,11,8,4
365,1,22,5,14
365,2,7,18,15
366,0,11,8,4
366,1,22,5,14
366,2,8,17,15
367,0,10,8,3
367,1,22,5,14
367,2,8,17,15
368,0,10,8,3
368,1,23,6,13
368,2,8,17,15
369,0,10,8,3
369,1,23,6,13
369,2,8,16,14
370,0,10,8,2
370,1,23,6,13
370,2,8,16,14
371,0,10,8,2
371,1,23,6,12
371,2,8,16,14
372,0,10,8,2
372,1,23,6,12
372,2,9,15,15
373,0,10,8,3
373,1,23,6,12
373,2,9,15,15
374,0,10,8,3
374,1,22,5,13
374,2,9,15,15
375,0,10,8,3
375,1,22,5,13
375,2,10,15,14
376,0,11,9,3
376,1,22,5,13
376,2,10,15,14
377,0,11,9,3
377,1,23,6,12
377,2,10,15,14
378,0,11,9,3
378,1,23,6,12
378,2,11,16,14
379,0,12,9,2
379,1,23,6,12
379,2,11,16,14
380,0,12,9,2
380,1,24,5,13
380,2,11,16,14
381,0,12,9,2
381,1,24,5,13
381,2,10,16,14
382,0,12,9,2
382,1,24,5,13
382,2,10,16,14
383,0,12,9,2
383,1,24,5,12
383,2,10,16,14
384,0,12,9,2
384,1,24,5,12
384,2,10,15,15
385,0,12,9,2
385,1,24,5,12
385,2,10,15,15
386,0,12,9,2
386,1,23,6,13
386,2,10,15,15
387,0,12,9,2
387,1,23,6,13
387,2,10,14,14
388,0,11,8,3
388,1,23,6,13
388,2,10,14,14
389,0,11,8,3
389,1,23,7,13
389,2,10,14,14
390,0,11,8,3
390,1,23,7,13
390,2,10,15,15
391,0,12,9,4
391,1,23,7,13
391,2,10,15,15
392,0,12,9,4
392,1,22,7,13
392,2,10,15,15
393,0,12,9,4
393,1,22,7,13
393,2,11,15,16
394,0,13,9,4
394,1,22,7,13
394,2,11,15,16
395,0,13,9,4
395,1,22,7,14
395,2,11,15,16
396,0,13,9,4
396,1,22,7,14
396,2,12,15,17
397,0,13,9,5
397,1,22,7,14
397,2,12,15,17
398,0,13,9,5
398,1,21,8,14
398,2,12,15,17
399,0,13,9,5
399,1,21,8,14
399,2,11,14,18
400,0,13,8,6
400,1,21,8,14
400,2,11,14,18
401,0,13,8,6
401,1,22,9,15
401,2,11,14,18
402,0,13,8,6
402,1,22,9,15
402,2,12,15,17
403,0,13,8,7
403,1,22,9,15
403,2,12,15,17
404,0,13,8,7
404,1,22,10,16
404,2,12,15,17
405,0,13,8,7
405,1,22,10,16
405,2,12,14,17
406,0,12,7,8
406,1,22,10,16
406,2,12,14,17
407,0,12,7,8
407,1,21,11,16
407,2,12,14,17
408,0,12,7,8
408,1,21,11,16
408,2,11,13,18
409,0,13,6,7
409,1,21,11,16
409,2,11,13,18
410,0,13,6,7
410,1,21,10,16
410,2,11,13,18
411,0,13,6,7
411,1,21,10,16
411,2,10,14,19
412,0,14,5,6
412,1,21,10,16
412,2,10,14,19
413,0,14,5,6
413,1,22,10,15
413,2,10,14,19
414,0,14,5,6
414,1,22,10,15
414,2,10,13,19
415,0,13,6,6
415,1,22,10,15
415,2,10,13,19
416,0,13,6,6
416,1,23,9,15
416,2,10,13,19
417,0,13,6,6
417,1,23,9,15
417,2,11,13,19
418,0,12,7,6
418,1,23,9,15
418,2,11,13,19
419,0,12,7,6
419,1,22,10,15
419,2,11,13,19
420,0,12,7,6
420,1,22,10,15
420,2,11,12,20
421,0,11,8,7
421,1,22,10,15
421,2,11,12,20
422,0,11,8,7
422,1,22,11,16
422,2,11,12,20
423,0,11,8,7
423,1,22,11,16
423,2,12,13,20
424,0,10,8,8
424,1,22,11,16
424,2,12,13,20
425,0,10,8,8
425,1,22,10,16
425,2,12,13,20
426,0,10,8,8
426,1,22,10,16
426,2,12,13,20
427,0,9,8,8
427,1,22,10,16
427,2,12,13,20
428,0,9,8,8
428,1,23,11,16
428,2,12,13,20
429,0,9,8,8
429,1,23,11,16
429,2,13,12,19
430,0,10,9,7
430,1,23,11,16
430,2,13,12,19
431,0,10,9,7
431,1,23,10,17
431,2,13,12,19
432,0,10,9,7
432,1,23,10,17
432,2,14,11,19
433,0,9,10,8
433,1,23,10,17
433,2,14,11,19
434,0,9,10,8
434,1,24,11,17
434,2,14,11,19
435,0,9,10,8
435,1,24,11,17
435,2,15,10,18
436,0,10,9,9
436,1,24,11,17
436,2,15,10,18
437,0,10,9,9
437,1,23,10,17
437,2,15,10,18
438,0,10,9,9
438,1,23,10,17
438,2,15,11,18
439,0,10,8,10
439,1,23,10,17
439,2,15,11,18
440,0,10,8,10
440,1,22,11,17
440,2,15,11,18
441,0,10,8,10
441,1,22,11,17
441,2,16,11,18
442,0,11,8,9
442,1,22,11,17
442,2,16,11,18
443,0,11,8,9
443,1,21,12,16
443,2,16,11,18
444,0,11,8,9
444,1,21,12,16
444,2,16,12,17
445,0,10,9,10
445,1,21,12,16
445,2,16,12,17
446,0,10,9,10
446,1,22,11,15
446,2,16,12,17
447,0,10,9,10
447,1,22,11,15
447,2,17,12,16
448,0,10,8,9
448,1,22,11,15
448,2,17,12,16
449,0,10,8,9
449,1,21,11,14
449,2,17,12,16
450,0,10,8,9
450,1,21,11,14
450,2,16,13,17
451,0,10,8,10
451,1,21,11,14
451,2,16,13,17
452,0,10,8,10
452,1,20,12,15
452,2,16,13,17
453,0,10,8,10
453,1,20,12,15
453,2,17,12,17
454,0,9,9,11
454,1,20,12,15
454,2,17,12,17
455,0,9,9,11
455,1,19,13,16
455,2,17,12,17
456,0,9,9,11
456,1,19,13,16
456,2,17,13,18
457,0,10,8,11
457,1,19,13,16
457,2,17,13,18
458,0,10,8,11
458,1,19,13,17
458,2,17,13,18
459,0,10,8,11
459,1,19,13,17
459,2,18,14,18
460,0,11,9,12
460,1,19,13,17
460,2,18,14,18
461,0,11,9,12
461,1,18,14,17
461,2,18,14,18
462,0,11,9,12
462,1,18,14,17
462,2,18,15,19
463,0,12,9,13
463,1,18,14,17
463,2,18,15,19
464,0,12,9,13
464,1,18,15,17
464,2,18,15,19
465,0,12,9,13
465,1,18,15,17
